,B cell,T cell,ciliated columnar cell of tracheobronchial tree,classical monocyte,leukocyte,lung endothelial cell,myeloid cell,natural killer cell,stromal cell
0,0.3528736646949766,0.14028427650746006,0.01686236426238192,0.08704864483093494,0.04581972278626291,0.10161560872252141,0.028957358523880993,0.09208086872075572,0.13445749095082546
1,0.010083036773428233,0.16488730723606168,0.07829181494661921,0.17556346381969157,0.23843416370106763,0.1387900355871886,0.09549228944246738,0.08778173190984578,0.010676156583629894
2,0.23516379173919924,0.14733343883525873,0.015350530147175186,0.025953473650894128,0.022155404336129135,0.30574457983858205,0.01503402437094477,0.11172653900933692,0.12153821807247982
3,0.2949981053429329,0.2282114437286851,0.018093974990526715,0.01733611216369837,0.11443728685107996,0.021220159151193633,0.1158582796513831,0.01544145509662751,0.17440318302387267
4,0.17633368040668831,0.08697249954063821,0.14025846756905738,0.02002817418999204,0.23164084032584062,0.12984626691982606,0.02149813192870705,0.10032461566729957,0.09309732345195075
5,0.21778259690973165,0.05746814854974248,0.23214963404716726,0.27357007319056653,0.0027107617240444567,0.0953103822174031,0.06701002981837896,0.048143128219029545,0.005855245323936026
6,0.3346957311534968,0.02089009990917348,0.16439600363306087,0.0740236148955495,0.020435967302452316,0.22888283378746593,0.02134423251589464,0.0326975476839237,0.10263396911898275
7,0.0265266788395212,0.025207952931629134,0.08181172651653479,0.2937715560965713,0.2150030432136336,0.08647798742138364,0.1766078312030838,0.09043416514505985,0.004159058632582674
8,0.056367594464313484,0.023246773441144456,0.23448919297154408,0.28937956771886175,0.08249105893329187,0.1090810138392163,0.048204011817757735,0.026123464468978386,0.13061732234489193
9,0.027981690992313672,0.4623888073236031,0.07651783400984541,0.09474047845237067,0.019259003368166508,0.005786337334830296,0.0651178858277917,0.09914500388634596,0.1490629588047327
10,0.15060361502034283,0.18702060961782166,0.001734142599879944,0.1763489628493297,0.019475755352497834,0.19282331754818915,0.05522577202694591,0.1670779697192023,0.0496898552657907
